26588,Avanti Motor Corporation,Avanti II,1984,8,Regular,14,21,16,555.4375,20.600625,5,,Automatic 4-spd
27706,Avanti Motor Corporation,Avanti II,1984,8,Regular,15,21,17,522.7647059,19.38882353,5,,Automatic 4-spd
